video_id,title,channel_id,channel_name,channel_handle_norm,category,view_count,publish_date,source_group,source_query,keywords,description
Bdn2nxDqQ90,Video Viral de PMT / GUATEMALA,UC6XLvudi9BWjAzCR-6KAHiw,carlos del cid,carlosdelcid390,Film & Animation,2482,2018-09-01T16:13:06-07:00,official_gov,PMT Guatemala,"[""carlos del cid""]","El video que compartió la Municipalidad de Mixco, en el que se observa que un agente de la Policía Municipal de Tránsito (PMT) consigna un bus rojo por aumentar el pasaje, se ha vuelto viral y ha generado decenas de comentarios-

En la grabación, el PMT pregunta a los pasajeros: ""¿Cuánto les vienen cobrando?"" Una mujer le responde: ""¡Dos quetzales!"" Entonces, el oficial solicita que bajen del bus, debido a que este será conducido al predio y se sancionará al piloto. 

y No dejes de suscribirte y dame un like."
Bi34XvRV6AM,Plan de Evacuación CONRED,UCyGWWWpmAP5AReA_o8bhaRg,MESCOGT,mescogt,People & Blogs,58,2026-01-26T15:29:30-08:00,official_gov,Conred Guatemala,"[""MESCOGT""]","El Plan de Evacuación según lineamientos de CONRED establece los procedimientos, rutas y responsabilidades necesarias para evacuar de forma segura y ordenada ante emergencias, minimizando riesgos para las personas, facilitando la respuesta oportuna y cumpliendo con la normativa nacional de gestión de riesgos y protección civil. 🚨🟢"
BnZFUzpEDe4,Municipalidad de Guatemala se moderniza,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,People & Blogs,642,2010-10-28T07:36:52-07:00,topic,Municipalidad de Guatemala,"[""municipalidad"", ""guatemala"", ""arzu"", ""tecnologia"", ""sap""]","Experto internacional en transparencia de administración publica, se refirió al programa que pone a la vanguardia teconológica a la Municipalidad de Guatemala a nivel Latinoamericano."
Boj5GILjbI0,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 2",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,civ_guatemala,People & Blogs,26,2023-10-04T14:31:15-07:00,official_gov,Ministerio de Comunicaciones Guatemala,[],"Segundo spot de la rendición de cuentas del segundo cuatrimestre del 2023 por parte del Sr. Rodolfo Letona, Viceministro de Comunicaciones del CIV"
Bp4LtQT8Hk0,"Ciudad de Guatemala, el mejor lugar para vivir",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,Entertainment,4265,2025-01-30T14:40:31-08:00,official_gov,Municipalidad de Guatemala,"[""el mejor lugar para vivir"", ""vision de ciudad"", ""ciudad de guatemala"", ""ricardo quiónez"", ""muniguate"", ""municipalidad de guatemala""]","La Ciudad de Guatemala sigue evolucionando, convirtiéndose en un espacio de oportunidades, innovación y crecimiento. Aquí, cada vecino tiene las herramientas para alcanzar sus sueños y metas. Es una ciudad que inspira y nos llena de orgullo.

Para más información, visita la página: www.visiondeciudad.gt 

#ElMejorLugarParaVivir #VisiónDeCiudad #CiudadDeGuatemala #RicardoQuiñónez."
C5hJmAhpMMQ,"YOUTUBE PUNTO DE ENFOQUE MARIO MEJÍA, SUBDIRECTOR DE INSIVUMEH",UClgawHgsbqN6Nuok7ds-Szw,INSIVUMEH,insivumeh_gt,Science & Technology,79,2026-06-05T13:50:50-07:00,topic,@GobiernodelaRepublicadeGuatema,[],"Conozca más del que hacer del INSIVUMEH en el programa Punto de Enfoque de @GobiernodelaRepublicadeGuatema

#SomosINSIVUMEH #PasiónPorLaCiencia #AlPuebloDignoSeLeResponde #CIV #ClimaGT"
C8wk4HWwWyM,Duro golpe al crimen organizado en Granja Penal de Pavón.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,2214,2026-08-26T17:35:57-07:00,topic,Gobierno de la República de Guatemala,[],Duro golpe al crimen organizado en Granja Penal de Pavón.
CDg6kLRfiqQ,Acciones relevantes en el #Resumen24Horas,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,pncdeguatemala,Science & Technology,11048,2026-08-27T06:07:59-07:00,official_gov,Policia Nacional Civil Guatemala,[],"📢 ¡Sígueme en nuestras redes! 🌐
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
https://www.instagram.com/pncdeguatemala
https://www.youtube.com/@PNCdeGuatemala
https://www.tiktok.com/@pncdeguatemala
https://www.facebook.com/PoliciaNacionalCivildeGuatemala
https://x.com/PNCdeGuatemala
https://pnc.gob.gt/

🌟 ¡Suscríbete para más contenido!

#PNC #PNCGuatemala #Policia #Guatemala #SeguridadConTransparencia
 #ProtegerYServir"
CJQ46Hr4HcU,Municipalidad de Guatemala 19/12/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,concejalesoposici%c3%b3n,People & Blogs,222,2025-12-19T16:09:00-08:00,topic,@MunicipalidaddeGuatemala-1551,[],
D3fRGjqHeHI,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 1",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,civ_guatemala,People & Blogs,23,2023-10-04T14:28:24-07:00,official_gov,Ministerio de Comunicaciones Guatemala,[],"Spot de la rendición de cuentas del segundo cuatrimestre del 2023 por parte del Sr. Rodolfo Letona, Viceministro de Comunicaciones del CIV"
D4CEpAfkkPI,Policías arremeten contra agente de PMT en zona 10,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,79044,2013-04-12T08:39:31-07:00,official_gov,PMT Guatemala,"[""Guatemala"", ""PNC"", ""PMT"", ""policía"", ""emetra"", ""multas"", ""capturado"", ""problema"", ""vialidad"", ""amilcar montejo""]",GUATEMALA: Un video colocado en Youtube muestra un forcejeo entre agentes de la Policía Nacional Civil (PNC) y un agente de la Policía Municipal de Tránsito capitalina (PMT) por un autopatrulla mal estacionada en la zona 10. (Video: usuario Rojas Mansilla)
DBvMeKT4gzo,La Familia MÁS RICA de GUATEMALA... Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA,UCP1YKuLnn1WhzrkxCv1LILQ,Fortuna Latina,fortunalatinaoficial,People & Blogs,58881,2026-08-28T15:07:29-07:00,topic,guatemala noticias,"[""La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA"", ""cerveza gallo"", ""familia castillo"", ""guatemala"", ""cerveceria centroamericana"", ""familia mas rica de guatemala"", ""cerveza famosa"", ""empresarios guatemaltecos"", ""historia de guatemala"", ""guatemaltecos en estados unidos"", ""marcas de guatemala"", ""chapin"", ""dinastias familiares"", ""fortunas familiares"", ""documental centroamerica"", ""fortuna latina"", ""millonarios latinos"", ""familias millonarias"", ""familias ricas""]","La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA
Destapa una cerveza en Guatemala y vas a encontrar un gallo en la etiqueta. Ocho de cada diez cervezas que se abren en el país salen de la misma empresa, fundada en 1886 por dos hermanos Castillo que descendían de un soldado de la conquista. Terremotos, dos guerras mundiales, una guerra civil de treinta y seis años y la cervecera más grande del planeta vinieron a tumbarles el trono, y ninguno pudo. Hoy la familia Castillo factura más de mil millones de dólares al año, controla cientos de marcas, banco, agua y comida, y va por la séptima generación sin vender ni una acción. Aquí te contamos cómo la Gallo se convirtió en símbolo de un país, cómo aplastaron a toda la competencia, y por qué el gallo persigue al migrante guatemalteco hasta la tienda latina de Los Ángeles.

Suscríbete y dale like si quieres seguir descubriendo quién es el dueño de las marcas que consumes sin fijarte de dónde vienen. Y dime en los comentarios: ¿qué marca de tu país sientes tan tuya que la defenderías aunque supieras exactamente quién se queda con la plata?

#CervezaGallo #Guatemala #FamiliaCastillo #Cerveza #Chapin #FortunaLatina"
DC1_qrLUvHI,Municipalidad de Guatemala 26/08/2026,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,concejalesoposici%c3%b3n,People & Blogs,49,2026-08-26T17:02:16-07:00,topic,Municipalidad de Guatemala,[],
DMAKF8n0XJs,Guatemala TV • ID (2024-2026),UC7G_DpDtzHv0wbGJvvFCrNg,Mdpls2,mdpls2,Film & Animation,367,2024-05-05T20:52:04-07:00,topic,@GobiernodelaRepublicadeGuatema,[],"La señal de gobierno que resurgió desde ""Canal de gobierno"".

""Que nadie se quede atrás""

Rec: 05/05/24

© 2024 Gobierno de Guatemala
Todos los derechos reservados
Video subido sin fines lucrativos.

------------------------------------------------------

Material grabado, vía Capturadora HDMI Steren COM-446, señal cortesía de Claro TV Guatemala.


PD: LANCENSE EN TELEVISIÓN ABIERTA POR EL AMOR DE DIOS @GobiernodelaRepublicadeGuatema"
DX5eT-hVU8Q,250 años Ciudad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,491,2026-01-11T14:14:18-08:00,official_gov,Municipalidad de Guatemala,[],"Una ciudad construida a partir de sus encuentros, su gente y su historia.

250 años de la Ciudad de Guatemala. 

#ElMejorLugarParaVivir #250AñosCiudad #ElPuntoDeEncuentroDeLosCaminos"
DkxSkQipYwo,PRESIDENTE BERNARDO ARÉVALO PARTICIPA EN EL ACTO CONMEMORATIVO DEL DÍA DEL EJÉRCITO,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,idocumenta,News & Politics,66,2026-07-02T18:48:47-07:00,topic,@GobiernodelaRepublicadeGuatema,[],"El presidente de Guatemala, Bernardo Arévalo, participó este lunes en el acto conmemorativo del Día del Ejército, una ceremonia que reunió a autoridades civiles y militares para reconocer la labor de las fuerzas armadas del país.
@GobiernodelaRepublicadeGuatema 
#noticias #nacionales #guatemala #politica #cultura #historia #like #comenta #comparte #siguenos"
EGfy1BxGLIk,Colabore con las medidas de la PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,Education,1437,2011-01-28T15:15:16-08:00,official_gov,PMT Guatemala,"[""municipalidad de guatemala"", ""alvaro arzu"", ""pmt"", ""tránsito"", ""transito"", ""orden"", ""vlía"", ""via""]","La Policía Municipal de Tránsito -PMT-, ente municipal que mantiene el orden vehicular en la Ciudad de Guatemala, hace un llamado a la población a colaborar con ellos."
ELhvo8YnYnI,Insivumeh prevé lluvias fuertes por dos ondas del este,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,tn23todonoticias,News & Politics,5182,2026-08-17T17:00:20-07:00,topic,guatemala lluvias,"[""Actualidad"", ""Guatemala"", ""Insivumeh"", ""Noticias"", ""Noticias de Guatemala"", ""Ondas del este"", ""TN23"", ""información"", ""noticias"", ""clima"", ""lluvias""]",Dos ondas del este traerán lluvias cortas pero intensas esta semana.
EQDcEgFpXCk,Guatemala: Gobierno refuerza lucha contra las pandillas en medio de crisis de seguridad,UCUdOoVWuWmgo1wByzcsyKDQ,FRANCE 24 Español,france24_es,News & Politics,5459,2026-05-28T14:23:29-07:00,topic,guatemala seguridad,"[""América Latina"", ""Guatemala"", ""Inseguridad"", ""Seguridad"", ""pandillas""]","Las pandillas tienen azotados a los guatemaltecos con las extorsiones telefónicas que, según estadísticas, la mayoría llegan desde las cárceles. El Gobierno del presidente Bernardo Arévalo ha tenido que reforzar los operativos contra los grupos al margen de la ley por el repunte de los homicidios.
#Guatemala #pandillas #inseguridad

🔔 Suscríbete a nuestra cadena en YouTube: https://f24.my/YTes
🔴 En VIVO - Sigue FRANCE 24 aquí: https://f24.my/YTliveES
🌍 Nuestro sitio: https://www.france24.com/es/
📲 Siempre en tu bolsillo desde WhatsApp: https://f24.my/WAes
y en Telegram: https://f24.my/TGes

Únete a la comunidad Facebook: https://f24.my/FBes
Siguenos en X: https://f24.my/Xes
Bluesky: https://f24.my/BSes y Threads: https://f24.my/THes
Descubre las noticias en imágenes en Instagram: https://f24.my/IGes
Descubre nuestros vídeos en TikTok: https://f24.my/TKes"
EZfm-05qtWo,Municipalidad de Guatemala prepara plan de actividades en Semana Santa 2023,UCFu4dCls6GPdTvgIeE9wjOA,Cucurucho en Guatemala,cucuruchoenguatemala,People & Blogs,128,2023-03-24T10:50:24-07:00,topic,@MunicipalidaddeGuatemala-1551,"[""semana santa"", ""cuaresma"", ""guatemala"", ""cucurucho"", ""procesion""]","La @MunicipalidaddeGuatemala-1551 presentó su plan de actividades a realizar en la Semana Santa 2023, esto es lo que nos cuenta la Directora del Centro Histórico.

#SemanaSanta2023 #cucuruchoenguatemala  #Tradiciones #Trafico #MuniGuate"
F72Rdq5crG4,Cambios en el Ministerio de Comunicaciones: Salen Lizzette Benítez y Adrián Zapata Alamilla,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,miracanalantigua,News & Politics,1441,2024-10-17T17:31:06-07:00,official_gov,Ministerio de Comunicaciones Guatemala,"[""Guatemala"", ""televisión"", ""Canal Antigua"", ""noticias""]","El Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV) ha anunciado dos importantes cambios en su estructura, en medio de una situación en la que los avances en infraestructura vial del país parecen haberse ralentizado.

Suscríbete a nuestro canal → https://bit.ly/canalantiguatv
Infórmate sobre las noticias desde nuestra web → https://canalantigua.tv

¡Y no te olvides de seguirnos en redes sociales!
TikTok → https://www.tiktok.com/@canalantiguaoficial?is_from_webapp=1&sender_device=pc
Facebook → https://www.facebook.com/canalantigua/
Instagram → https://www.instagram.com/canalantigua
Twitter → https://www.twitter.com/canalantigua"
FEc1BCuBiDg,¡Estamos con ustedes!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,1562,2012-11-09T05:36:43-08:00,topic,@MunicipalidaddeGuatemala-1551,"[""Administración"", ""Álvaro"", ""Enrique"", ""Arzú"", ""Irigoyen"", ""Alcalde"", ""Alcaldia"", ""Municipalidad"", ""Muni"", ""Cumple"", ""Guatemala"", ""Trabajo"", ""Equipo"", ""Transparencia"", ""Pasión"", ""Como"", ""Yo"", ""Tú"", ""Todos"", ""Somos"", ""Ciudad"", ""Futuro"", ""Para"", ""Vivir"", ""terremoto guatemala"", ""sismo"", ""clima"", ""centro de acopio""]","La ciudad se solidariza con nuestros hermanos guatemaltecos afectados por los sismos. Puedes ayudar enviando donativos a través de Bomberos Municipales, llevándolos a cualquiera de nuestras 9 estaciones en la ciudad o el sótano de la Municipalidad de Guatemala.

MAS INFORMACIÓN: Teléfonos 123 y 1551."
FQP4JTo9ShA,Rafael Carrera y el nacimiento de Guatemala,UCvegRo82EipXUzAHQXZmr4A,MundoHistoria,mundohistoriatv,Education,1420,2025-12-14T07:00:00-08:00,topic,Gobierno de la República de Guatemala,"[""Rafael Carrera"", ""El primer presidente de Guatemala"", ""MundoHistoria"", ""Rafael Carrera y Morazan"", ""Morazan y Rafael Carrera"", ""Dictador de Guatemala"", ""De campesino a presidente""]","Rafael Carrera fue un militar y político guatemalteco que gobernó como dictador y primer presidente de Guatemala entre 1844–1848 y 1851–1865

Mira estos videos también podrían interesarte...

13 Lugares increíbles de Guatemala
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/yow4Rd_6z38

¿Sabías que Centroamérica fue parte de México?
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/9wlPwDb90Sc

Justo Rufino Barrios - El reformador de Guatemala
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/H52NYEh9dNU?si=kzOyj4va-kOa289y

República mayor de Centroamérica: El Salvador, Honduras y Nicaragua
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/CBPuJdjccxQ

Ciudad de Guatemala vs Ciudad de Panamá ¿Cuál de las dos es la mejor?
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/2clEicdT2Us


Gracias por mirar nuestros videos.
Por favor suscríbete, para que no te pierdas nuestras actualizaciones..."
FU5zLTb4inc,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,dcaguatemala,News & Politics,549,2026-04-13T20:32:05-07:00,topic,Gobierno de Guatemala,[],Conferencia de prensa del Gobierno de Guatemala
Fapc1-8m5Zc,Municipalidad de Guatemala 21/11/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,concejalesoposici%c3%b3n,People & Blogs,282,2025-11-21T16:02:43-08:00,topic,@MunicipalidaddeGuatemala-1551,[],
Fb2Ccfq5S9w,Reo y su esposa fueron asesinados dentro del Preventivo de zona 18,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,tn23todonoticias,News & Politics,15431,2026-08-02T21:00:25-07:00,topic,guatemala noticias,"[""TN23"", ""información"", ""noticias"", ""Guatemala"", ""reo y su esposa"", ""preventivo de la zona 18""]","Un privado de libertad y su esposa murieron tras un ataque armado registrado dentro del Centro de Detención Preventiva para Hombres Anexo B, en la zona 18 de la Ciudad de Guatemala. Durante el incidente, un guardia del Sistema Penitenciario resultó herido."
FuTz67jS7m0,124 nuevos brigadas refuerzan la seguridad vial en Guatemala,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,provialoficial_civ,Education,45,2026-01-06T15:24:15-08:00,official_gov,Provial Guatemala,[],"124 nuevos brigadas refuerzan la seguridad vial en Guatemala

PROVIAL incorpora 124 nuevos brigadas que fortalecerán la seguridad vial en las carreteras del país. La graduación de la XX Promoción de Aspirantes a Brigadas fue encabezada por el presidente Bernardo Arévalo, junto a autoridades del Ministerio de Comunicaciones, Infraestructura y Vivienda y del Viceministerio de Transportes.

Con esta nueva promoción, PROVIAL incrementa su capacidad operativa en un 33 %, alcanzando 496 colaboradores en carretera, dedicados a la prevención de accidentes, atención de emergencias y asistencia vial.

Los nuevos brigadas serán desplegados en puntos estratégicos del país y se integran al trabajo operativo y al Centro de Operaciones PROVIAL (COP), disponible las 24 horas a través del 1520.

Somos PROVIAL, Proteger y Servir."
G2u4Rbq7zU4,Arévalo anuncia nueva cárcel de máxima seguridad en Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,tn23todonoticias,News & Politics,6327,2025-10-15T18:15:03-07:00,topic,guatemala seguridad,"[""Actualidad"", ""Guatemala"", ""Guatemala Noticias"", ""TN23"", ""información"", ""noticias"", ""Presidente Arévalo""]",La instalación tendrá capacidad para dos mil personas y se edificará en un año.
GgU7qhmf020,Sueños GT: educación para la niñez de vendedores ambulantes en Antigua | Super - Episodio 1,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,Nonprofits & Activism,167,2026-06-12T18:15:06-07:00,topic,@quorumgt,[],"Sueños es una organización que trabaja para brindar educación a niñas y niños cuyos padres son trabajadores ambulantes en Antigua Guatemala. En este episodio de Super contamos cómo están cambiando las vidas de estas familias y construyendo un futuro mejor.

Super es una serie documental de @quorumgt que documenta iniciativas guatemaltecas de impacto social. Cada episodio presenta una iniciativa que está  generando cambios reales en su comunidad.

¿Conoces una iniciativa guatemalteca que deberíamos documentar? Déjala en los comentarios.

🔗 Conoce más sobre Sueños: https://suenosgt.org

Síguenos para no perderte los próximos episodios.
#SuperGT #Guatemala #ImpactoSocial #Educación #Antigua"
GjGMSFSE1gY,"“Gracias a dios, no hay reelección” 🤡",UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,130,2022-05-12T17:11:45-07:00,channel,@quorumgt/videos,[],¿Te suena familiar? #Guatemala #Giammattei #JimmyMorales #Quorum
HMJXf1VdM5E,Lluvia inusual de Martes Santo provoca inundaciones en zona 1 de Villa Nueva,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,1688,2026-04-01T07:55:33-07:00,topic,guatemala lluvias,"[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala"", ""lluvia inusual Guatemala"", ""inundaciones Villa Nueva"", ""Martes Santo Guatemala"", ""clima Guatemala 2026"", ""emergencia Villa Nueva"", ""lluvias verano Guatemala"", ""Guatemala weather"", ""unusual rain"", ""Villa Nueva floods"", ""summer storm"", ""climate anomaly"", ""heavy rain"", ""breaking news""]","Un aguacero inusual en plena temporada seca provocó inundaciones en la zona 1 de Villa Nueva este Martes Santo. La lluvia sorprendió a vecinos y automovilistas, afectando calles y complicando el tránsito. Autoridades recomiendan precaución ante posibles lluvias intermitentes.
Lea más en:
Prensalibre.com
Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt"
H_TGv_cMwww,PMT: La fuerza laboral reguladora del tránsito más grande,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,2383,2017-10-31T07:28:40-07:00,official_gov,PMT Guatemala,"[""Administración"", ""administracion"", ""Alvaro"", ""Álvaro"", ""Enrique"", ""Arzú"", ""Arzu"", ""Irigoyen"", ""Alcalde"", ""Alcaldía"", ""Alcaldia"", ""Alcaldías"", ""Alcaldias"", ""Municipalidad"", ""Municipal"", ""Muni"", ""Cumple"", ""Comuna"", ""Equipo"", ""Transparencia"", ""Servicios"", ""Servir"", ""Servidor"", ""Publico"", ""Público"", ""Pasión"", ""Pasion"", ""Como"", ""Yo"", ""Tú"", ""Tu"", ""Todos"", ""Somos"", ""La"", ""Ciudad"", ""Del"", ""Futuro"", ""Para"", ""Vivir"", ""tránsito vehicular"", ""emetra"", ""policía municipal de tránsito"", ""traficoGT""]","EMETRA y la Policía Municipal de Tránsito cuentan con más de 800 agentes, la PMT hace uso de tecnología que está al servicio de nuestros vecinos las 24 horas, con información, seguridad vial y sobre todo en situaciones diversas en el tránsito vehicular."
I277M6i4jnY,Gestión del Riesgo de Desastres desde las comunidades.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,242,2026-08-22T04:47:26-07:00,topic,Gobierno de la República de Guatemala,[],Gestión del Riesgo de Desastres desde las comunidades.
IZLflL4Hgco,El ciudadano Toriello da un paso al frente,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,tangentegt,Entertainment,28013,2026-08-25T16:00:38-07:00,topic,guatemala politica,[],"Daniel Haering conversa con Lionel Toriello, empresario, analista político y sobrino de Jorge Toriello Garrido —uno de los tres integrantes de la Junta Revolucionaria que gobernó Guatemala tras la Revolución de Octubre de 1944—, sobre la historia de su familia y su propia formación entre el activismo revolucionario de sus tíos y el mundo empresarial en el que creció. Toriello repasa el origen español de su apellido, la noche en que su padre estuvo a punto de ser fusilado durante el alzamiento del 44, su paso por el Tecnológico de Monterrey y el MIT, y el proyecto que dirigió para escribir la Historia General de Guatemala en la Asociación de Amigos del País.

La conversación gira luego hacia el presente: Toriello analiza cómo la oligarquía guatemalteca ha ido perdiendo el control sobre la opinión pública, la embajada de Estados Unidos y el Ejército —los tres pilares que sostuvieron por décadas lo que él llama el ""régimen anciano""—, cuestiona la ofensiva de Rodrigo Arenas y República contra la narcopolítica, y no ahorra críticas al gobierno de Bernardo Arévalo ni al papel de Walter Mazariegos en la Universidad de San Carlos y la Corte de Constitucionalidad. Al cierre, adelanta una"
IcF9rRdAtp8,Ministro de Comunicaciones Alejandro Sinibaldi realiza supervisión en la Ruta CA-1 Occidente,UCiQAWoQNcuKIAvCCFQC54UQ,Ministerio de Comunicaciones Infraestructura y Vivienda,civguatemala,People & Blogs,211,2012-07-04T15:12:02-07:00,official_gov,Ministerio de Comunicaciones Guatemala,"[""76"", ""SUPERV"", ""OCCIDENTE"", ""17"", ""05"", ""12#25FA""]","Autoridades del Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV), recorrieron los kilometros 162 al 175 de la Ruta CA-1 Occidente, para supervisar los trabajos de rehabilitación de tramos carreteros afectados por hundimientos."
J6ctng-yAnI,CIV PROVIAL GRADUACIÓN XV PROMOCIÓN BRIGADAS 140619,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,civ_guatemala,People & Blogs,2981,2019-06-25T21:50:12-07:00,official_gov,Provial Guatemala,[],
JErfmk-TlRg,Rendición de Cuentas - Primer Cuatrimestre 2023,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,civ_guatemala,People & Blogs,32,2023-07-04T10:17:02-07:00,official_gov,Ministerio de Comunicaciones Guatemala,[],"Rendición de Cuentas del primer cuatrimestre de 2023.

Sergio González, Viceministro Administrativo y Financiero del Ministerio de Comunicaciones, Infraestructura y Vivienda -CIV-"
J_HBzJUTOus,Presentan estrategia nacional para prevenir violencia durante recorridos de antorchas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,17,2026-08-29T08:11:07-07:00,official_gov,Ministerio de Gobernacion Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
JdxHJkQjM50,🚡 ¿Cómo va avanzando #AeroMetroGT?,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,20901,2026-08-01T13:58:05-07:00,topic,Municipalidad de Guatemala,[],"Aquí te contamos lo que viene en las próximas semanas y los cambios temporales en la circulación que encontrarás a partir del lunes 3 de agosto sobre la Calzada Roosevelt, en dirección a la Calle Montúfar.

Si utilizas esta ruta, planifica tu recorrido con anticipación, sigue la señalización vial y las indicaciones de los agentes de PMT MuniGuate y PMT Mixco.

#TraficoGT #TránsitoGT"
JgmCtBQWNL8,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,1165,2025-03-06T20:34:24-08:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,673,2024-10-02T17:00:06-07:00,channel,@quorumgt/videos,"[""guatemala"", ""periodismo"", ""quorum"", ""paro nacional 2023""]","📅 ¿Dónde estabas hace un año cuando comenzó el Paro Nacional? ✊Pia Flores y Jeanelly Vásquez, estuvieron largas jornadas cubriendo las protestas, los operativos del Ministerio Público y toda la tensión que se vino tras las elecciones y el sorpresivo triunfo de Bernardo Arévalo y Semilla. En este video reflexionan sobre aquellas protestas que serán claves en la historia de Guatemala.

Ayudanos compartiendo, comentando y dándole like a este video.

📲 Seguí a Quorum en todas las redes para ver más contenido interesante de #Guatemala.

⚫️ X:   / quorumgt  
🟣 Instagram: https://www.instagram.com/holaquorum?...
🟠 TikTok:https://www.tiktok.com/@quorumgt?_t=8...
🔵 Facebook: https://www.facebook.com/QuorumGT?mib...
🟢 Canal de WhatsApp: https://whatsapp.com/channel/0029Va8I..."
Jr1hJ92H_Nc,"#SinMáscaras | GUERRA SUCIA PERO SUCIA EN SERIO LLEGA A TV AZTECA CON AMPARO, CAMIN Y CASTAÑEDA",UCH4M_4Ed6SUidQthmZ60M2g,Manuel Pedrero,manuelpedrerooficial,News & Politics,62941,2026-09-01T17:31:43-07:00,topic,@GobiernodelaRepublicadeGuatema,[],"Únete a este canal para acceder a sus beneficios:
https://www.youtube.com/channel/UCH4M_4Ed6SUidQthmZ60M2g/join

-SIGUEME EN MIS REDES SOCIALES:

🔴 Suscríbete al Canal De YouTube: https://youtube.com/channel/UCH4M_4Ed6SUidQthmZ60M2g

🔴Dale Like A La Pagina De Facebook: 
https://www.facebook.com/ManuelPedreroOficial

🔴Sígueme En Twitter: https://twitter.com/YosoyPedrero

🔴Sígueme En Instagram: https://www.instagram.com/manuel_es_p..."
